state,starred,map,name,message,climb_category,elevation_high,xoms,average_grade,private,elevation_profile,end_latlng,resource_state,activity_type,id,elevation_low,errors,hazardous,created_at,start_latlng,maximum_grade,athlete_count,effort_count,distance,local_legend,country,updated_at,city,total_elevation_gain,athlete_segment_stats,star_count
,False,"{'id': 's12287790', 'polyline': 'wyaiGrp|cUDGRCXMV@FALSDCP@FAJKH?XJp@W\\@VHJALDN\\ZAVIl@ELFJNTFDHHAJBJARJPBPLJ?FBH@TERFNAXOL@JFPBj@|@JKHBFJZDL|@JRHVRNHJ?b@JTDZ?JMf@@\\EXJ^CNWZa@TIJYr@CLBLNRF`@HPRXN\\FFBJAJb@`@FNFPBh@Ep@ELEXB`ACZIR?b@CJKTGZ@^Eb@@LAPBb@BP\\RRVH?FDLRDB`@IRFTGDSEWI?ECGSKINc@JAFITu@^i@XIDFKb@IJGXGHEN?JJ[LSTUNER[l@WFM^[\\ILID?@HAJS|@kAtDCNB`@CPi@lBUVk@\\_@d@SFUj@Hp@Ad@Sl@KLELEd@Q`AGPa@`AMHEf@@|@EROLS\\Eb@IRGPWZ`@lC', 'resource_state': 3}",The Full TR DH,,0,1003.3,"{'kom': '5:05', 'qom': '6:03', 'overall': '5:05', 'destination': {'href': 'strava://segments/12287790/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-6.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/672745RTE2CR6XG3GPFOM25QL2XTZY5QFK6TPLMCPAIRLIKPB6EXCTU22MVSAOJCA2B2I5HKCKISBK6W5Z36K===,"[43.591624, -116.162341]",3,Ride,12287790,856.0,,False,2016-06-06T04:13:01Z,"[43.595969, -116.150015]",9.5,437,2754,2198.7,"{'athlete_id': 43533590, 'title': 'Justin M', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/43533590/12387564/7/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/12287790/local_legend?categories%5B%5D=overall'}",,2021-05-17T08:06:21Z,,8.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
ID,False,"{'id': 's5551764', 'polyline': 'ouxiGp{{dUf@HHNNj@@\\Hj@FPF?DUHIHEFHD^@hAJ`@L@\\KXDS|AGTEl@@R@PV[ZARRQrA', 'resource_state': 3}",Velo Park 4X,,0,863.0,"{'kom': '17s', 'qom': '31s', 'overall': '17s', 'destination': {'href': 'strava://segments/5551764/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-7.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RONX3HZ5GP3UZMWPHINPAHCVGSCIP7B247XTKZAA2YXWLQ5ZRDXQVCTYFF55F6P6NZFDXQZMMVXH2DKEG6IQ====,"[43.711837, -116.313207]",3,Ride,5551764,833.6,,False,2013-09-21T03:25:09Z,"[43.713043, -116.310488]",-2.5,3264,43640,386.2,"{'athlete_id': 34337816, 'title': 'Chris Avery', 'profile': 'https://graph.facebook.com/10212395034535219/picture?height=256&width=256', 'effort_description': '17 efforts in the last 90 days', 'effort_count': '17', 'effort_counts': {'overall': '17 efforts', 'female': '4 efforts'}, 'destination': 'strava://segments/5551764/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:44Z,Garden City,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",20
Idaho,False,"{'id': 's10196019', 'polyline': 'iwaiGtsrdUM?KJQ\\Ut@ANcBnFuAtDGREd@Al@?xE@`@HVCN', 'resource_state': 3}",Randolph Sprint,,0,840.7,"{'kom': '34s', 'qom': '51s', 'overall': '34s', 'destination': {'href': 'strava://segments/10196019/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SDOUG4S5IZWSESMFAVMQSGT5RA23OPCSOTYIMBBGGPCCFR6HYAPQGCOTEPO5YVRKLYLZ62XPZ6HC6G43TP2WG===,"[43.59688, -116.267791]",3,Ride,10196019,838.8,,False,2015-08-12T00:11:51Z,"[43.595571, -116.263141]",3.0,158,1146,425.4,"{'athlete_id': 53318656, 'title': 'Kelton Gines', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/53318656/14082662/12/large.jpg', 'effort_description': '3 efforts in the last 90 days', 'effort_count': '3', 'effort_counts': {'overall': '3 efforts', 'female': None}, 'destination': 'strava://segments/10196019/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:16:51Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",5
Idaho,False,"{'id': 's23884402', 'polyline': 'ip|iGr|xdUa@U}CqCg@[m@KkFE', 'resource_state': 3}",Spring Creek Northbound,,0,836.8,"{'kom': '21s', 'qom': '23s', 'overall': '21s', 'destination': {'href': 'strava://segments/23884402/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PMXGYNJJ6LBC43T7LZSKMHV4HB2GSK5VN7UEAT67PD7QF4PHH7SDSVSTSOJLKTHZGOZRB2WIJZ6B2IDZRAZL6===,"[43.735262, -116.294222]",3,Ride,23884402,835.6,,False,2020-05-08T20:51:45Z,"[43.732696, -116.295299]",1.2,425,5335,308.2,"{'athlete_id': 51436460, 'title': ""Tim O'Neill"", 'profile': 'https://graph.facebook.com/10157940090373419/picture?height=256&width=256', 'effort_description': '16 efforts in the last 90 days', 'effort_count': '16', 'effort_counts': {'overall': '16 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/23884402/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:05:27Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's14471106', 'polyline': 'agiiGfifdULfBXvBCbLDZDHFDJ@d@AtJGpF@tBEtAR', 'resource_state': 3}",Finish with a beer at Harry's,,0,813.4,"{'kom': '1:11', 'qom': '1:26', 'overall': '1:11', 'destination': {'href': 'strava://segments/14471106/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-1.4,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/U4Q3UWNX4WNICTCTNXTUPGJOJHFPZGMWQY2TE5W6DUULHZMXGORIOAB6TPBF6W3MFH7YMRQV7SIM4CWT4ZXA====,"[43.629304, -116.203519]",3,Ride,14471106,802.6,,False,2017-03-30T15:06:16Z,"[43.633932, -116.200033]",0.0,1997,13381,775.2,"{'athlete_id': 365660, 'title': 'Ricky Fitness', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/365660/320847/2/large.jpg', 'effort_description': '11 efforts in the last 90 days', 'effort_count': '11', 'effort_counts': {'overall': '11 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/14471106/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:04:43Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",5
Idaho,False,"{'id': 's33049875', 'polyline': 'wquhGdvxdUoC?aABq@CsAAsL@sZA', 'resource_state': 3}",South Maple Grove,,0,840.0,"{'kom': '1:14', 'qom': '1:21', 'overall': '1:14', 'destination': {'href': 'strava://segments/33049875/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/L637IDWFW6RUJBUWG4OFOJPXUH67D2BAH3PM2F52K66LVV23HOQVO2DFA2NLVOD3XMEZNXEELK7E2HOBU527Y===,"[43.541566, -116.294254]",3,Ride,33049875,837.8,,False,2022-10-12T19:54:23Z,"[43.533243, -116.294268]",0.5,173,665,924.7,"{'athlete_id': 111733293, 'title': 'MJ Magoo', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/111733293/26136661/3/large.jpg', 'effort_description': '5 efforts in the last 90 days', 'effort_count': '5', 'effort_counts': {'overall': '5 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/33049875/local_legend?categories%5B%5D=overall'}",United States,2022-10-12T19:54:24Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's23668204', 'polyline': 'qf`iGpt~cUvBgApBy@t@]p@e@zBiB~@m@t@]zBu@d@]^i@Pc@fAeEf@kA`@s@`DuD|@wAvAiCbAsA|@_AzCgCnAiAr@s@l@_Al@mATo@f@oBP}@V{BHwAFcD?eA', 'resource_state': 3}",Warm Spring Av. above the greenbelt,,0,845.4,"{'kom': '1:22', 'qom': '1:28', 'overall': '1:22', 'destination': {'href': 'strava://segments/23668204/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GMKSKP7VE3JQ2G4XC2Y64DTGYVV6YZF4CA56BHN3ECPLCOPZNPG37J7576UUPOUHI32N2A2AIM6LRXUWZWKGG===,"[43.578362, -116.148407]",3,Ride,23668204,834.3,,False,2020-04-27T01:00:43Z,"[43.587776, -116.160881]",3.7,11118,129484,1534.8,"{'athlete_id': 39007458, 'title': 'Molly Garner', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/39007458/19180927/2/large.jpg', 'effort_description': '58 efforts in the last 90 days', 'effort_count': '58', 'effort_counts': {'overall': '58 efforts', 'female': '58 efforts'}, 'destination': 'strava://segments/23668204/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:05:26Z,Boise,14.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",13
Idaho,False,"{'id': 's16674539', 'polyline': 'umjiGdqfdU[OKBKPETCxAOx@Gx@EdBM^G`@@FPHXADB@H?LERu@l@O^FxBDLEd@ETAnCAHC@WCEDGJg@bBDXIDOXJP?VFLFb@', 'resource_state': 3}",15th St Trail to Greenwoods Urban DH,,0,877.8,"{'kom': '1:09', 'qom': '1:30', 'overall': '1:09', 'destination': {'href': 'strava://segments/16674539/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-7.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/ZF5TQ65JEJL34QHO5WCGMPVOTNWICBDHQ4XUSPWPSJNH6GBZH5LEZN4EPP4PYGZXKOAAOPZZXBQ7DFULAWIY4===,"[43.641177, -116.207101]",3,Ride,16674539,836.4,,False,2017-12-19T22:52:47Z,"[43.640112, -116.20131]",1.3,274,3026,590.4,"{'athlete_id': 9360995, 'title': 'Darn’it Cam', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/9360995/4249594/9/large.jpg', 'effort_description': '10 efforts in the last 90 days', 'effort_count': '10', 'effort_counts': {'overall': '10 efforts', 'female': None}, 'destination': 'strava://segments/16674539/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:07:20Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's10080003', 'polyline': 'kt`bH~nohU`@oCn@kCBYC[Me@QOUGW?m@BKASa@Y_AIISg@OOSKqAg@_ASK@]Eg@OOYI]', 'resource_state': 3}",Upper Highland Steeps,,0,755.6,"{'kom': '1:24', 'qom': '2:09', 'overall': '1:24', 'destination': {'href': 'strava://segments/10080003/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",10.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SFWBRAZU7OD4XGJQARJUYYIA6ZNSNI2DNM6U3GTT2LJ7PPZVATE22WXH2GGA5RHOFY6WBQKOPGFR7DEU5XKCG===,"[47.688084, -116.898841]",3,Ride,10080003,707.6,,False,2015-07-29T16:01:50Z,"[47.685987, -116.902396]",19.9,344,1601,474.1,"{'athlete_id': 49760573, 'title': 'Dan Yovichin', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/49760573/17564153/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/10080003/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:16:47Z,Coeur d'Alene,48.1,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",8
ID,False,"{'id': 's3854731', 'polyline': 'kuzaHrkmgUBS?SCgB]_H?IMs@O]W]QQc@U]Ys@o@e@k@[k@q@_Bc@w@_@a@k@k@_@Q', 'resource_state': 3}",East Long Shadowy Lane Climb,,1,802.0,"{'kom': '37s', 'qom': '1:06', 'overall': '37s', 'destination': {'href': 'strava://segments/3854731/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",20.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7KTIG7DTAZQGZE54KE3PZ5ZKJEW3I3RATG5JPEUZMOVH2OSJQKDO4EAPTASBBEKN4CLJSQK6KEHXVMDJV2H62===,"[47.657827734947205, -116.72275872901082]",3,Ride,3854731,696.6,,False,2013-04-17T01:13:14Z,"[47.655429085716605, -116.72777521423995]",42.1,709,3864,511.86,"{'athlete_id': 2447674, 'title': 'Matthew Handwerk', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/2447674/7997202/12/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/3854731/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:28Z,Coeur D'Alene,105.4,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",8
Idaho,False,"{'id': 's8374795', 'polyline': 'cryhGrtxdUBsDCqA@cDCsGEmBK{AAiABoCCmH@uDGkL@kICsBBkVCuEBmBCiDBo@GiC', 'resource_state': 3}",Desert Ave - Maple Grove to Cole,,0,859.1,"{'kom': '1:57', 'qom': '2:59', 'overall': '1:57', 'destination': {'href': 'strava://segments/8374795/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BOWAK264LJKPJEQSVEWLSLDPYBWDN7QD4MQ5L3WAW3KTGQGYS6RKMM3IL75AALLDQ4ACERECCC6GZAL2P2FA====,"[43.553951, -116.274463]",3,Ride,8374795,845.6,,False,2014-10-20T19:31:09Z,"[43.553784, -116.294015]",3.7,370,2499,1578.2,"{'athlete_id': 15162876, 'title': 'Matthew Bell', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/15162876/22089045/1/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/8374795/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:15:46Z,Boise,14.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
ID,False,"{'id': 's7347088', 'polyline': 'ehjaHv{agUWWOa@Mg@QkAEIWQm@m@k@w@EMYyAM_@[aBIiAQ_ESs@cBcBM]QkAKwB}@{FS[c@[a@e@GOK{@Qu@c@eAM_@E}@HuBAMIYKKSIIBw@f@UXS`@c@hAWx@Sd@Y`@c@f@QLe@?KBwB`CC@', 'resource_state': 3}",Down 257 to 258,,0,1145.8,"{'kom': '1:53', 'qom': '2:18', 'overall': '1:53', 'destination': {'href': 'strava://segments/7347088/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-10.4,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/IPMEYFWFXHI25W5QZZ5PUZ62ZC37Z2Y7XIRFFNYGYJI2Y6QXM3HDHVTUZREVB3UJNOGP2NHBHQ46BHUSE6XRO===,"[47.577299, -116.661394]",3,Ride,7347088,1010.8,,False,2014-06-02T22:14:31Z,"[47.571394, -116.668912]",24.0,996,3210,1229.2,"{'athlete_id': 40917237, 'title': 'Riley Stewart', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/40917237/12478730/7/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/7347088/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:00Z,Harrison,7.9,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",9
ID,False,"{'id': 's2346499', 'polyline': '}wlhG`~ldUxDAfAC~BBxCAdHNh@?d@CrABj@AzAD`@DrCAlADl@AnADzB@h@BxB@xAArC@bBDrL?nNFdBC`BDtHAhBClGHjIA|EFrJBrG?hCEhCDbHCd@B|@?PD', 'resource_state': 3}",Don't Drop The Soap!,,0,928.8,"{'kom': '3:46', 'qom': '3:49', 'overall': '3:46', 'destination': {'href': 'strava://segments/2346499/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/PY2LNG44EJXCS3AA235CIPEAKKAVB7RBPT4UIKYPXM5EZ3O5IHAWQZCIBBMPMAGMJJTQ6NZ2FVVDWQS2FBJG6===,"[43.458898128050805, -116.23445570479727]",3,Ride,2346499,904.3,,False,2012-09-10T03:57:33Z,"[43.48815323323336, -116.23409025381899]",14.3,891,6012,3257.72,"{'athlete_id': 10968765, 'title': 'Garrett S', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/10968765/17376592/1/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/2346499/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:12:28Z,Kuna,32.0354,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's14825699', 'polyline': 'gprbHp{ygUsDUwGWiFAwABs@DeANeBd@y@`@[FoAd@e@TWFUJe@NSNqBh@oATu@HiBB', 'resource_state': 3}",Odom's Run,,0,709.3,"{'kom': '1:05', 'qom': '1:13', 'overall': '1:05', 'destination': {'href': 'strava://segments/14825699/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/SOTOXW3SKESMDE6XE2BUOYGET3IXVFIY7F6YEE43EJ23JGUAPJFDTGNC73SUPGIOSL5D75ZYK5HWRNPZJNWLU===,"[47.785828, -116.793006]",3,Ride,14825699,704.2,,False,2017-05-09T02:41:14Z,"[47.777481, -116.791765]",1.9,202,1299,943.1,"{'athlete_id': 48140297, 'title': 'Josh Thompson', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/48140297/25256600/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/14825699/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:04:06Z,Hayden,5.1,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's17550759', 'polyline': 'ee_iG`t_dUMDcBE_@E[DMDKHyAjB[Pk@?QD{AFa@EYKs@k@e@c@aBgAi@WyAa@wA@]DGAa@d@O`@?v@JnAAz@@TAp@I~@ITKf@IPWVM`@Q^CLYl@Mv@MtA@r@Dh@CTMd@Ih@a@dAa@xBIPs@`Ag@d@e@Ry@PMBKC_@DUAK@QGUDc@KKG_@ASIg@A', 'resource_state': 3}",River Run- Baggley to Belt,,0,833.1,"{'kom': '1:45', 'qom': '2:07', 'overall': '1:45', 'destination': {'href': 'strava://segments/17550759/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MSI6OPK3JJO6UT4XSUHXKDIHHDA6BOAS6F2SEHHW6JVUSKS7MYK2DWHEX7SZ2ZRDFKMTG77ICSTCGVD6AMNQ6===,"[43.591092, -116.172063]",3,Ride,17550759,828.3,,False,2018-05-02T17:33:05Z,"[43.582438, -116.165926]",1.0,3215,21850,1393.0,"{'athlete_id': 62022808, 'title': 'David Charlton', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/62022808/15727415/1/large.jpg', 'effort_description': '16 efforts in the last 90 days', 'effort_count': '16', 'effort_counts': {'overall': '16 efforts', 'female': '4 efforts'}, 'destination': 'strava://segments/17550759/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T08:05:17Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",7
ID,False,"{'id': 's2898399', 'polyline': 'kbhiGfbadUMHYZeAIM@_@NOPQJe@HWCSI}@y@GME?URc@r@ITMz@ONY?UKQUe@mAUQc@@k@EKBMCQMYG]GY?QFM@KCo@BQCSDCAaADEROpCK^a@`@EJ@LCLOXYRI@WHY?YGa@?GA[LIHIB', 'resource_state': 3}",#23 Military Reserve Connection (Up),,0,968.8,"{'kom': '2:50', 'qom': '3:34', 'overall': '2:50', 'destination': {'href': 'strava://segments/2898399/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",8.4,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/TCELGBM2MLQBIDUUO63ZPD5LEC3DJTPJ43B5UUBZUHSKAAXOQQBQ4UOMGTFA3LABO526WQGJMKH5NSDEYATOG===,"[43.63442795, -116.17516614]",3,Ride,2898399,894.3,,False,2012-12-03T23:54:56Z,"[43.62806009, -116.17331731]",24.7,7731,87301,887.128,"{'athlete_id': 47738216, 'title': 'Haso Motovich', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/47738216/13081850/1/large.jpg', 'effort_description': '20 efforts in the last 90 days', 'effort_count': '20', 'effort_counts': {'overall': '20 efforts', 'female': '3 efforts'}, 'destination': 'strava://segments/2898399/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:22Z,Boise,80.5614,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",74
Idaho,False,"{'id': 's17163211', 'polyline': '}l~hG~acdUrSA', 'resource_state': 3}",Lakewoooood!!,,0,836.1,"{'kom': '23s', 'qom': '27s', 'overall': '23s', 'destination': {'href': 'strava://segments/17163211/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GCNAKD46LX4XZFYKFH42FEETWDZOWNYJF7AOJ2KWD4UFXYHQQSTHGAEKHKCOFJSMNHUVVUIVAFUOZ7WEMXSQ====,"[43.575255, -116.18351]",3,Ride,17163211,834.7,,False,2018-03-12T21:33:27Z,"[43.578557, -116.183516]",3.0,596,4845,366.9,"{'athlete_id': 376556, 'title': 'Reed Wymond', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/376556/18028268/2/large.jpg', 'effort_description': '30 efforts in the last 90 days', 'effort_count': '30', 'effort_counts': {'overall': '30 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/17163211/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:20:45Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
Idaho,False,"{'id': 's15910937', 'polyline': 'qdziGtu}dUlAZhANz@DlAC`Gq@rHs@|AStBSnCU`DS', 'resource_state': 3}",Steve's favorite bump,,0,819.4,"{'kom': '59s', 'qom': '1:05', 'overall': '59s', 'destination': {'href': 'strava://segments/15910937/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",1.4,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/XAWG6SGOG7WY4A763GGAKH76SMVRNWGJBBZJ6XDXNDITYY3WQ4RIZZ6KYZQPZQV63G762UMBB2HMYL55EDHLY===,"[43.713701, -116.319096]",3,Ride,15910937,808.8,,False,2017-09-01T14:25:49Z,"[43.720572, -116.319789]",3.1,2271,29570,770.1,"{'athlete_id': 6247671, 'title': 'TJ Henshall', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/6247671/3285117/2/large.jpg', 'effort_description': '14 efforts in the last 90 days', 'effort_count': '14', 'effort_counts': {'overall': '14 efforts', 'female': '2 efforts'}, 'destination': 'strava://segments/15910937/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:04:23Z,Eagle,10.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",6
Idaho,False,"{'id': 's11487953', 'polyline': '{quhGf|zcUUJc@ZsBnBuBdByDpDiA|@eAbAiA`AoAnA}@r@}AtAwCrCs@h@eBxAiBpA', 'resource_state': 3}",Escape Velocity,,0,937.5,"{'kom': '46s', 'qom': '1:07', 'overall': '46s', 'destination': {'href': 'strava://segments/11487953/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/C5O25W5QMI7TFVMEJQYHOHY5QJAEQPPKJJ5BRA56EZOOVRFVZUD46DRPAMXZY33YY3RJGXQU4TJXCBCHDGMQ====,"[43.539988, -116.147671]",3,Ride,11487953,929.5,,False,2016-03-01T23:52:41Z,"[43.533267, -116.14164]",1.8,1159,8180,893.0,"{'athlete_id': 43725457, 'title': 'Frank Ross', 'profile': 'https://graph.facebook.com/10217074311707870/picture?height=256&width=256', 'effort_description': '7 efforts in the last 90 days', 'effort_count': '7', 'effort_counts': {'overall': '7 efforts', 'female': '6 efforts'}, 'destination': 'strava://segments/11487953/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:42Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",6
